Exportado em: 27/06/2018;;;;;;;;;Transparência Fly;
Camboriú - SC;;;;;;;;;;
Todas as entidades do município;;;;;;;;;;
Consulta de compras diretas;;;;;Última atualização: 27/06/2018 22:25:08;;;;;
Filtros utilizados para elaboração da consulta: Entidade: Todas | Ano: 2018 | Mês: Junho | Centro de custos: Todos | Tipo de compra: Todos;;;;;;;;;;
Compra;Data da compra;Objeto;Centro de custos;Fornecedor;;Valor (R$);Justificativa;Tipo de compra;;Anulação / Data
34 - 2018;24/05/2018;PRESTAÇÃO DE SERVIÇO DE CONFECÇÃO DE CARTAZES PARA AUXILIAR NA DIVULGAÇÃO DA CAMPANHA DO AGASALHO 2018, SENDO QUE OS MESMOS SERÃO FIXADOS NOS PONTOS DE ARRECADAÇÃO E AFIXADOS NAS CAIXAS.;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;LARISSA DALMOLIN CHAVES - ME;;500,00;;Compra Comum;;
33 - 2018;29/03/2018;REQUISITA-SE SACOS DE AREIA DE 25 KG QUE SERÁ UTILIZADO NO FILTRO DO TRATAMENTO DE ÁGUA NA SOLUÇÃO ALTERNATIVA COLETIVA DE ABASTECIMENTO DE AGUA NO PARQUE DA BICA;Fundação Municipal do Meio Ambiente;J.D. COMERCIO DE PISCINAS LTDA;;140,00;;Compra Comum;;
33 - 2018;08/03/2018;AQUISIÇÃO DE MATERIAIS DESTINADOS A REVITALIZAÇÃO DO PRONTO ATENDIMENTO DO HOSPITAL CIRURGICO CAMBORIU - EDWIGES BERNARDES VISTO DA PRECARIEDADE DAS INSTALAÇÕES, PREVININDO  ASSIM RISCOS A PACIENTES E PROFISSIONAIS QUE FAZEM USO DE TAL ESPAÇO.;FUNDO MUNICIPAL DE SAÚDE;CCME COMERCIO E REPRESENTACOES LTDA - ME;;1.188,45;;Compra Comum;;
33 - 2018;02/02/2018;AQUISIÇÃO DE VIDRO PARA ENTRADA DO CITRAN DE CAMBORIU, QUE FICARÁ AO LADO DA PORTA GIRATÓRIA JA INSTALADA NA DELEGACIA.;SECRETARIA DE ADMINISTRAÇÃO;PERFAB ALUMINIO LTDA - EPP;;1.805,55;;Compra Comum;;
33 - 2018;07/05/2018;AQUISIÇÃO DE MATERIAL PARA IMPRESSORA BRAILLE, O MESMO É UTILIZADO NAS ATIVIDADES REALIZADAS NA EDUCAÇÃO ESPECIAL.;SECRETARIA MUNICIPAL DE EDUCAÇÃO;LINEAR INDUSTRIA E COMÉRCIO LTDA - EPP;;1.596,00;;Compra Comum;;
33 - 2018;24/05/2018;AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA SEREM UTILIZADOS NO CENTRO DE APOIO Á FAMÍLIA ADÃO DA ROSA ONDE É DESENVOLVIDO O SERVIÇO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS SCFV, PARA AS CRIANÇAS E ADOLESCENTES, UNIDADE COORDENADA PELA SECRETARIA DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL.;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;JOSIANE SILVA DA ROSA BORGES 04181133940;;498,20;;Compra Comum;;
32 - 2018;08/03/2018;AQUISIÇÃO DE MATERIAIS, DESTINADOS A REVITALIZAÇÃO DO PRONTO SOCORRO DO HOSPITAL CIRURGICO DE CAMBORIU - EDWIGES BERNARDES VISTO DA PRECARIEDADE DAS INSTALAÇÕES, PREVININDO ASSIM RISCOS A PACIENTE E PROFISSIONAIS QUE FAZEM USO DE TAL ESPAÇO.;FUNDO MUNICIPAL DE SAÚDE;CCME COMERCIO E REPRESENTACOES LTDA - ME;;2.260,00;;Compra Comum;;
32 - 2018;02/02/2018;SERVIÇO DE MÃO DE OBRA PARA INSTALAÇÃO DE UMA PLACA DE MOTOR E UMA CAPA DE MOTOR DE PORTÃO ELETRÔNICO DA DELEGACIA DE POLICIA DE CAMBORIU/CITRAN;SECRETARIA DE ADMINISTRAÇÃO;ELETRONICA SANTA ROSA LTDA - ME;;80,00;;Compra Comum;;
32 - 2018;04/05/2018;AQUISIÇÃO DE BULE E COADOR PARA REPOSIÇÃO NAS UNIDADES ESCOLARES ONDE OS MESMOS ESTÃO EM PÉSSIMAS CONDIÇÕES DE USO, NECESSITANDO DE SUBSTITUIÇÃO POR UM NOVO.;SECRETARIA MUNICIPAL DE EDUCAÇÃO;TECNOAL COMERCIAL E DISTRIBUIDORA LTDA EPP;;2.670,00;;Compra Comum;;
32 - 2018;02/05/2018;PRESTAÇÃO DE SERVIÇO DE SEGURO DETER - DO VEÍCULO MARCOPOLO/VOLARE PLACA MLP 1416, COM CAPACIDADE  PARA 32 PASSAGEIROS, VEÍCULO ESTE UTILIZADO NO TRANSPORTE DE CRIANÇAS, ADOLECESNTES E IDOSOS QUE FAZEM PARTE SO SERVIÇO DE CONVIVÊNCIA E FORTALECIMENTO DE VINCULOS, COORDENADO PELA SECRETARIA DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL. OBS: UTILIZAMOS ESSE ORÇAMENTO DA SORELLA CORRETORA DE SERGUROS POR OFERECER MAIOR COBERTURA CONFORME A NECESSIDADE.;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;ESSOR SEGUROS S.A.;;3.251,71;;Compra Comum;;
31 - 2018;08/03/2018;AQUISIÇÃO DE EQUIPAMENTOS DE INFORMÁTICA DESTINADOS A INSTALAÇÃO DO PRONTUÁRIO ELETR^NICO NAS UNIDADES BÁSICAS DE SAÚDE, NA FORMA DE COMPRA DIRETA AMPADARA PELA LEI 8666/93.;FUNDO MUNICIPAL DE SAÚDE;HENRIQUE ADAMI;;1.576,00;;Compra Comum;;
31 - 2018;02/02/2018;AQUISIÇÃO DE MATERIAIS PARA CONSERTO DO PORTÃO ELETRÔNICO DA DELEGACIA DE POLICIA DE CAMBORIU/CITRAN DE CAMBORIU;SECRETARIA DE ADMINISTRAÇÃO;ELETRONICA SANTA ROSA LTDA - ME;;233,00;;Compra Comum;;
31 - 2018;04/05/2018;AQUISIÇÃO DE LANTERNAS PARA SEREM UTILIZADAS PELOS VIGIAS NAS RONDAS NAS UNIDADES ESCOLARES DO MUNICÍPIO.;SECRETARIA MUNICIPAL DE EDUCAÇÃO;TECNOAL COMERCIAL E DISTRIBUIDORA LTDA EPP;;639,00;;Compra Comum;;
31 - 2018;22/04/2018;AQUISIÇÃO DE MALHAS E LINHAS PARA EXECUÇÃO DOS PROGRAMAS DE CAPACITAÇÃO PROFISSIONAL, ATRAVÉS DAS CASAS COSTUREIRA DOS BAIRROS AREIAS E MONTE ALEGRE, PARA GERAÇÃO DE TRABALHO E RENDA DAS FAMÍLIAS INSCRITAS NO SETOR DE ASSISTÊNCIA SOCIAL DA SECRETARIA DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL.;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;TECIDOS R A LTDA ME;;7.937,00;;Compra Comum;;
30 - 2018;28/03/2018;AQUISIÇÃO DE MATERIAL PARA FUNCIONÁRIOS QUE FARÃO ANÁLISE DE QUALIDADE DE ÁGUA NO PARQUE DA BICA;Fundação Municipal do Meio Ambiente;NELSON PEREIRA SATURNINO - ME - COMERCIAL PEREIRA;;25,80;;Compra Comum;;
30 - 2018;13/04/2018;PRESTAÇÃO DE SERVIÇO DE CAPTAÇÃO DE IMAGENS (FOTOGRAFIAS) TAMANHO 3/4 PARA ATENDER 63 PESSOAS VISANDO A EMISSÃO DE CARTEIRAS DE IDENTIDADES NO EVENTO AÇÃO SOCIAL, QUE SERÁ REALIZADO NO CENTRO DE CONVIVÊNCIA ADÃO DA ROSA, COORDENADO PELA SECRETARIA DE ASSISTÊNCIA SOCIAL.;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;SANDRA APARECIDA LUCHTENBERG SILVA;;497,70;;Compra Comum;;
30 - 2018;02/02/2018;SERVIÇO DE CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA INSTALAÇÃO DE SERVIÇO MENSAL PARA FORNECIMENTO DE ACESSO A INTERNET VIA FIBRA ÓPTICA COM VELOCIDADE DE 5MB E IP FIXO, COM PRAZO DE DOZE MESES, SENDO QUE O CONTRATO DA EMPRESA QUE NOS FORNECE ENCERRA EM 31 DE JANEIRO DE 2018;FUNDO MUNICIPAL DE DESENVOLVIMENTO AGROP;IMBRANET INTERNET E INFORMÁTICA LTDA ME;;1.798,80;;Compra Comum;;
30 - 2018;08/03/2018;SERVIÇO DE CALIBRAÇÃO E MEDIÇÃO DE EQUIPAMENTO DE AUDIOMETRIA DO CERFIS, VISTO QUE O MESMO É O ÚNICO EQUIPAMENTO PERTENCENTE Á REDE MUNICIPAL DE SAÚDE, QUE ENCONTRA-SE DESCALIBRADO SEM CONDIÇÕES DE ATENDER A POPULAÇÃO E A DEMANDA DA SECRETARIA DE SAÚDE.;FUNDO MUNICIPAL DE SAÚDE;MASTER AUDIOLOGIA LTDA - LABORATÓRIO DE ACÚSTICA;;600,00;;Compra Comum;;
30 - 2018;03/05/2018;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA COM FORNECIMENTO DE MATERIAL PARA EFETUAR SOLDA (MIG) EM UM APARELHO DE AR CONDICIONADO NESTA SECRETARIA. O SERVIÇO SE TORNA INDISPENSÁVEL PARA O FUNCIONAMENTO DE APARELHO.;SECRETARIA MUNICIPAL DE EDUCAÇÃO;QUENTE E FRIO AR CONDICIONADO LTDA;;100,00;;Compra Comum;;
29 - 2018;20/03/2018;AQUISIÇÃO DE APARELHO DE PROTEÇÃO E SEGRANÇA DOS FUNCIONARIOS E MUNÍCIPES QUE UTILIZAM A AGUA DO PARQUE DA BICA.;Fundação Municipal do Meio Ambiente;HIDRAULIS LTDA;;2.680,00;;Compra Comum;;
29 - 2018;09/04/2018;AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA SEREM UTILIZADOS NO CENTRO DE APOIO Á FAMÍLIA ADÃO DA ROSA ONDE É DENSENVOLVIDO O SERVIÇO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS - SCFV, PARA AS CRIANÇAS E ADOLESCENTES, UNIDADE COORDENADA PELA SECRETARIA DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL.;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;JOSIANE SILVA DA ROSA BORGES 04181133940;;498,98;;Compra Comum;;
29 - 2018;31/01/2018;PRESTAÇÃO DE SERVIÇO COM FORNECIMENTO DE MATERIAIS REFERENTE TROCAS DE FECHADURA E COPIAS DE CHAVES DA PORTA DO AUDITÓRIO.;GABINETE DO PREFEITO;CHARLES ALEXANDRE FELIX MEI;;200,00;;Compra Comum;;
29 - 2018;02/03/2018;AQUISIÇÃO DE PRODUTOS ESPECÍFICOS, DESTINADOS A LAVANDERIA DO HOSPITAL CIRÚRGICO CAMBORIU - EDWIGES BERNARDES. CONSIDERANDO QUE TAIS ITENS NÃO SE ECONTRA PROCESSO LICITATÓRIO VIGENTE PARA AQUISIÇÃO DESTES PRODUTOS.;FUNDO MUNICIPAL DE SAÚDE;OGM COMERCIO DE PRODUTOS HOSPITALARES LTDA;;3.589,70;;Compra Comum;;
29 - 2018;03/05/2018;AQUISIÇÃO DE CRAGHÁS, PARA SEREM UTILIZADOS NA IDENTIFICAÇÃO  DOS FUNCIONÁRIOS DA SECRETARIA DE EDUCAÇÃO.;SECRETARIA MUNICIPAL DE EDUCAÇÃO;AIRTON PADILHA PEREIRA ME;;640,00;;Compra Comum;;
28 - 2018;15/03/2018;AQUISIÇÃO DE SERVIÇO DE CALIBRAÇÃO FOTOCOLIMETRO DE MEDIDOR  DE CLORO PARA ANÁLISE DE QUALIDADE DE ÁGUA NO PARQUE DA BICA;Fundação Municipal do Meio Ambiente;ALFAKIT EIRELI;;138,56;;Compra Comum;;
28 - 2018;09/04/2018;PRESTAÇÃO DE SERVIÇO DE INSTALAÇÃO DO EQUIPAMENTO DE AR CONDICIONADO PARA A ESCOLA DE PANIFICAÇÃO E UMA CARGA DE GÁS PARA O APARELHO INSTALADO NA SALA DA ASSISTENTE SOCIAL DA SEDE DA SECRETARIA, MELHORANDO O ATENDIMENTO PRESTADO AOS USUÁRIOS E AS PROFISSIONAIS DO SERVIÇO.;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;PAI & FILHO;;415,00;;Compra Comum;;
28 - 2018;31/01/2018;AQUISIÇÃO DE MATERIAIS DE VISUALIZAÇÃO PARA DIVULGAÇÃO DA PROGRAMAÇÃO ESPECIAL DAS AGICULTORAS DE CAMBORIU, MAPAS,  E PLACAS EM PVC PARA LOCALIZAÇÃO DOS PONTOS ONDE FORAM APLICADOS LARVICIDAS PARA OS BORACHUDOS NO MUNICIPIO;FUNDO MUNICIPAL DE DESENVOLVIMENTO AGROP;EM BIRO PLOTAGENS LTDA - ME;;1.474,75;;Compra Comum;;
28 - 2018;28/02/2018;MÃO DE OBRA PARA SERVIÇO DE REVISÃO DO VEÍCULO FORD KA+ PLACA QIR8547, PERTENCENTE A FROTA DA VIGILÂNCIA SANITÁRIA DA SECRETARIA DE SAÚDE, AONDE O MESMO ENCONTRA-SE NA GARANTIA. CABE RESSALTAR QUE A MANUTENÇÃO DESTE VEÍCULO SE TORNA ESSENCIAL VISTO QUE CASO TAL TROCA NÃO SEJA REALIZADA NA AUTORIZAÇÃO O VEÍCULO SOFRE A PERDA DA GARANTIA, BEM COMO, QUE TAL MANUTENÇÃO É ESSENCIAL A FIM DE EVITARMOS POSSÍVEIS ACIDENTES A PACIENTES E FUNCIONÁRIOS QUE FAZEM USO DO MESMO;FUNDO MUNICIPAL DE SAÚDE;GLOBO COMERCIO DE AUTOMOVEIS E PECAS LTDA;;210,00;;Compra Comum;;
28 - 2018;03/05/2018;PRESTAÇÃO DE SERVIÇOS COM FORNECIMENTO DE MATERIAS REFERENTE A MANUTENÇÃO DO FOGÃO DO CEI JOÃO DE SOUZA ARRUDA.;SECRETARIA MUNICIPAL DE EDUCAÇÃO;OMEGA GLP COMERCIO E SERVICOS EM EQUIPAMENTOS A GA;;499,00;;Compra Comum;;
27 - 2018;15/03/2018;AQUISIÇÃO DE MATERIAL QUIMICO, DE PROTEÇÃO E SEGURANÇA PARA FUNCIONÁRIOS QUE FARÃO ANÁLISE DE QUALIDADE DE ÁGUA NO PARQUE DA BICA;Fundação Municipal do Meio Ambiente;ALFAKIT EIRELI;;1.913,32;;Compra Comum;;
27 - 2018;27/03/2018;AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (TORTAS) PARA ATENDER AS FESTIVIDADES DO XI CASAMENTO COLETIVO. EVENTO SOB RESPONSABILIDADE DA SECRETARIA DE DESENVOLVIMENTO DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL.;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;MATIAS E SILVA COMERCIO DE ALIMENTOS LTDA;;4.550,00;;Compra Comum;;
27 - 2018;31/01/2018;AQUISIÇÃO DE UMA SERA CIRCULAR PARA SERVIÇOS DE PODAS DE ÁRVORES E LIMPEZA EM GERAIS QUE A SECRETARIA DE AGRICULTURA REALIZA NO INTERIOR E ÁREAS PÚLICAS DE CAMBORIÚ;FUNDO MUNICIPAL DE DESENVOLVIMENTO AGROP;COMERCIAL DE PEÇAS ROQUE LTDA;;795,00;;Compra Comum;;
27 - 2018;28/02/2018;AQUISIÇÃO DE PEÇAS PARA REVISÃO DO VEÍCULO FORD KA+ PLACA QIR8547, PERTENCENTE A FROTA DA VIGILÂNCIA SANITÁRIA DA SECRETARIA DE SAÚDE, AONDE O MESMO ENCONTRA-SE NA GARANTIA. CABE RESSALTAR QUE A MANUTENÇÃO DESTE VEÍCULO SE TORNA ESSENCIAL VISTO QUE CASO TAL TROCA NÃO SEJA REALIZADA NA AUTORIZAÇÃO O VEÍCULO SOFRE A PERDA DA GARANTIA, BEM COMO, QUE TAL MANUTENÇÃO É ESSENCIAL A FIM DE EVITARMOS POSSÍVEIS ACIDENTES A PACIENTES E FUNCIONÁRIOS QUE FAZEM USO DO MESMO;FUNDO MUNICIPAL DE SAÚDE;GLOBO COMERCIO DE AUTOMOVEIS E PECAS LTDA;;103,35;;Compra Comum;;
27 - 2018;03/05/2018;PRESTAÇÃO DE SERVIÇOS DE TELEFONIA REFERENTE A INSTALAÇÃO DE PONTO TELEFONICO, SERVIÇO PRESTADO POR MÃO DE OBRA ESPECIALIZADA PARA E.B.M. LUCINIRA MELO REBELO.;SECRETARIA MUNICIPAL DE EDUCAÇÃO;PEREIRA TELECOMUNICAÇÕES DE CESAR PEREIRA - ME;;360,00;;Compra Comum;;
26 - 2018;15/03/2018;AQUISIÇÃO DE MATERIAL QUIMICO PARA FUNCIONÁRIOS QUE FARÃO ANÁLISE DE QUALIDADE DE ÁGUA NO PARQUE DA BICA;Fundação Municipal do Meio Ambiente;ALFAKIT EIRELI;;333,66;;Compra Comum;;
26 - 2018;22/03/2018;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇO DE DECORAÇÃO PARA ATENDER AS NECESSIDADES DO XI CASAMENTO COLETIVO, QUE SERÁ REALIZADO DIA 05/04/2018, ONDE 32 CASAIS ESTARÃO A UNIÃO. EVENTO SOB COORDENAÇÃO DA SECRETARIA DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL.;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;VANESSA CASSOL - ME;;6.260,00;;Compra Comum;;
26 - 2018;31/01/2018;AQUISIÇÃO DE LONAS PARA ABRIGAR OS CLIENTES DA FEIRA EM DIAS DE CHUVA, FEIRA DO PRODUTOR RURAL QUE ACONTECE TODOS OS SÁBADOS NO CAIC E NAS QUARTAS FEIRAS DAS 6 AS 14 HORAS NO CENTRO DE CAMBORIU.;FUNDO MUNICIPAL DE DESENVOLVIMENTO AGROP;RENO TOLDOS E ESTOFAMENTOS NAUTICOS LTDA;;1.071,60;;Compra Comum;;
26 - 2018;28/02/2018;AQUISIÇÃO DE ÓLEOS E LUBRIFICANTES PARA REVISÃO DO VEÍCULO FORD KA+ PLACA QIR8547, PERTENCENTE A FROTA DA VIGILÂNCIA SANITÁRIA DA SECRETARIA DE SAÚDE, AONDE O MESMO ENCONTRA-SE NA GARANTIA. CABE RESSALTAR QUE A MANUTENÇÃO DESTE VEÍCULO SE TORNA ESSENCIAL VISTO QUE CASO TAL TROCA NÃO SEJA REALIZADA NA AUTORIZAÇÃO O VEÍCULO SOFRE A PERDA DA GARANTIA, BEM COMO, QUE TAL MANUTENÇÃO É ESSENCIAL A FIM DE EVITARMOS POSSÍVEIS ACIDENTES A PACIENTES E FUNCIONÁRIOS QUE FAZEM USO DO MESMO;FUNDO MUNICIPAL DE SAÚDE;GLOBO COMERCIO DE AUTOMOVEIS E PECAS LTDA;;310,68;;Compra Comum;;
26 - 2018;09/04/2018;AQUISIÇÃO DE PRODUTO DE IPI (AVENTAL) PARA USO DAS MERENDEIRAS PARA A PRODUÇÃO DE MERENDA NAS CRECHES DO MUNICIPIO, MANTENDO A PERFEITA HIGIENI COM OS ALIMENTOS.;SECRETARIA MUNICIPAL DE EDUCAÇÃO;ZEUS DO BRASIL LTDA.;;2.360,00;;Compra Comum;;
25 - 2018;12/03/2018;AQUISIÇÃO DE MATERIAL DE PROTEÇÃO E SEGURANÇA DOS FUNCIONÁRIOS QUE FARÃO ANÁLISE DE QUALIDADE DE ÁGUA NO PARQUE DA BICA;Fundação Municipal do Meio Ambiente;BORGES E MORAES COMERCIO DE EQUIPAMENTOS E ACESSOR;;20,00;;Compra Comum;;
25 - 2018;20/03/2018;AQUISIÇÃO DE MATERIAIS PARA ATENDER AS NECESSIDADES DO XI CASAMENTO COLETIVO, QUE SERÁ REALIZADO DIA 05/04/2018, SOB A COORDENAÇÃO DA SECRETARIA DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL.;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;B. C COMERCIO DE EMBALAGENS LTDA;;342,70;;Compra Comum;;
25 - 2018;31/01/2018;AQUISIÇÃO DE MADEIRAS PARA MANUTENÇÃO DA ESTUDA DE AMADURECIMENTO DA HORTA E MUDAS DE VERDURAS QUE SERÃO DISTRIBUÍDOS PELA SECRETARIA DE AGRICULTURA AOS MORADORES E AGRICULTORES DO MUNICÍPIO DE CAMBORIU;FUNDO MUNICIPAL DE DESENVOLVIMENTO AGROP;EMANUEL PEREIRA - ME;;3.513,92;;Compra Comum;;
25 - 2018;28/02/2018;AQUISIÇÃO DE MEDICAMENTOS CONTROLADOS DESTINADOS AOS PACIENTES DA REDE MUNICIPAL DE SAÚDE, VISTO QUE OS MESMOS FORAM FRACASSADOS NOS PREGÕES 13/2017 E 36/2017 - FMS.;FUNDO MUNICIPAL DE SAÚDE;ALTERMED MATERIAL MED. HOSPITALAR LTDA.;;3.180,00;;Compra Comum;;
25 - 2018;03/04/2018;AQUISIÇÃO DE PRODUTO LENÇOL DE BERÇO PARA USO DIÁRIO DAS CRECHER DO MUNICIPIO;SECRETARIA MUNICIPAL DE EDUCAÇÃO;TECNOAL COMERCIAL E DISTRIB. LTDA-EPP;;890,00;;Compra Comum;;
24 - 2018;12/03/2018;AQUISIÇÃO SE FAZ NECESSÁRIA PELA FALTAA DE ALGUNS CARIMBOS E A REUTILIZAÇÃO DE ALGUNS DEVIDO A MUDANÇA DE NOME DA FUCAM, QUE ANTES ERA FUNDAÇÃO CAMBORIUENSE DE GESTÃO E DESENVOLVIMENTO SUSTENTÁVEL, PASSANDO A SER FUNDAÇÃO DO MEIO AMBIENTE DE CAMBORIU.;Fundação Municipal do Meio Ambiente;AIRTON PADILHA PEREIRA - ME;;545,00;;Compra Comum;;
24 - 2018;20/03/2018;PRESTAÇÃO DE SERVIÇO DE LOCAÇÃO DE NO MÁXIMO 32 TRAJES PARA NOIVOS PARA ATENDER AS NECESSIDADES DO XI CASAMENTO COLETIVO, ONDE OS CASAIS CAMBORIUENSES ESTARÃO OFICIALIZANDO A UNIÃO. EVENTO SOB A COORDENAÇÃO DA SECRETARIA DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;JOSE JOAO RUSSI - ME;;8.000,00;;Compra Comum;;
24 - 2018;26/01/2018;AQUISIÇÃO DE SACOLAS COM ALÇA NA COR BRANCA PERSONALIZADAS FEIRA DO PRODUTOR RURAL PARA OS PRODUTOS VENDIDOS NA FEIRA, QUE ACONTECE TODOS OS SÁBADOS E NAS QUARTAS-FEIRAS DAS 6 AS 14 HORAS.;FUNDO MUNICIPAL DE DESENVOLVIMENTO AGROP;PAPELPACK EMBALAGENS EIRELI - ME;;2.450,00;;Compra Comum;;
24 - 2018;28/02/2018;AQUISIÇÃO DE MATERIAIS DE INFORMATICA DESTINADOS A INSTALAÇÃO DO PRONTUÁRIO ELETRÔNICA NAS UNIDADES BÁSICAS DE SAÚDE NA FORMA DE COMPRA DIRETA AMPARADA PELA LEI 8666/93 NO SEU ARTIGO 24 II, DESTA FORMA CONFIGURADA A NECESSIDADE E POSSIBILIDADE DE CONTRAÇÃO, ENCAMINHAMOS OS ORÇAMENTOS NECESSÁRIOS E REQUEREMOS SEJA ELABORADA AF PARA AQUISIÇÃO DESTES PRODUTOS;FUNDO MUNICIPAL DE SAÚDE;HENRIQUE ADAMI;;1.020,00;;Compra Comum;;
24 - 2018;03/04/2018;AQUISIÇÃO DE MATERIAL DE EXPEDIENTE PARA USO DIÁRIO NAS ATIVIDADES COM OS ALUNOS NAS ESCOLAS DE CAMPO HERCÍLIO ZIMERMANN, ADOLFO OUVIDIO COPPI E ESCOLA DO INTERIOR DO BRAÇO;SECRETARIA MUNICIPAL DE EDUCAÇÃO;RAFAEL DA SILVA PAPELARIA ME;;466,50;;Compra Comum;;
23 - 2018;12/03/2018;PRESTAÇÃO DE SERVIÇO DE MÃO DE OBRA DO VEPICULO RENAULT LOGAN PLACA MLU 3364, PERTENCENTE A ESTA SECRETARIA.;Fundação Municipal do Meio Ambiente;AUTO MECANICA RS LTDA ME;;80,00;;Compra Comum;;
23 - 2018;20/03/2018;PRESTAÇÃO DEM SERVIÇO DE LOCAÇÃO DE NO MÁXIMO 32 TRAJE PARA NOIVOS PARA ATENDER AS NECESSIDADES DO XI CASAMENTO COLETIVO, ONDE OS CASAIS CAMBORIUENSES ESTARÃO OFICIALIZANDO A UNIÃO. EVENTO SOB COORDENAÇÃO DA SECRETARIA DE DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL;SECRETARIA MUNIC. DE ASSISTENCIA SOCIAL;JOSE JOAO RUSSI - ME;;8.000,00;;Compra Comum;;
23 - 2018;26/01/2018;CONFECÇÃO DE FLYER A SEREM DISTRIBUIDOS PARA A DIVULGAÇÃO DA FEIRA DO PRODUTOS RURAL QUE ACONTECE TODOS OS SÁBADOS NO CAIC E NAS QUARTAS-FEIRAS DAS 6 AS 14 HORAS NO CENTRO DE CAMBORIU. OS PRODUTORES RURAIS VENDEM PRODUTOS CULTIVADOS EM SUAS PROPRIEDADES;FUNDO MUNICIPAL DE DESENVOLVIMENTO AGROP;LUIZ GUSTAVO DE NARDI KELM FERREIRA 05005839941;;275,00;;Compra Comum;;
23 - 2018;28/02/2018;SERVIÇO DE DESINCETIZAÇÃO E DESRATIZAÇÃO PARA A SECRETARIA DE SAÚDE MUNICIPAL, ALMOXARIFADOS, CAPS, CEDIT, CERFIS, FARMÁCIA, ACADEMIA DE SAÚDE, PRONTO SOCORRO DO HOSPITAL E SUAS UNIDADES DE SAÚDE POR MEIO DE COMPRA DIRETA AMPARADA PELA LEI 8666/93 NO SEU ARTIGO 24 II.;FUNDO MUNICIPAL DE SAÚDE;GAUCHA PREST. SERV. DEDETIZAÇÃO;;4.758,00;;Compra Comum;;
23 - 2018;03/04/2018;AQUISIÇÃO DE MOBILIÁRIO PARA COMPOR A COZINHA DE CEI CAIC. O MESMO SE FAZ NECESSÁRIO PARA O MELHOR AMARZENAMENTO DOS UTENSÍLIOS, PROPORCIONANDO QUALIDADE DE HIGIENE;SECRETARIA MUNICIPAL DE EDUCAÇÃO;LINEAR INDUSTRIA E COMÉRCIO LTDA - EPP;;2.498,00;;Compra Comum;;
22 - 2018;26/06/2018;PRESTAÇÃO DE SERVIÇO DE IMPRESSÃO EM ADESIVO E COLAGEM EM 15 MEDALHAS E 6 TROFÉUS PARA O PRIMEIRO CONCURSO DE SOLETRAÇÃO QUE SE REALIZARÁ NO MÊS DE 06/2018.;FUNDAÇÃO MUNICIPAL DE CULTURA;SANTOS E PEREIRA LTDA;;49,50;;Compra Comum;;
22 - 2018;12/03/2018;AQUISIÇÃO DE JOGO DE PSATILHA PARA O VEÍCULO RENAULT LOGAN PLACA MLU 3364, DA FUNDAÇÃO DO MEIO AMBIENTE DE CAMBORIU (FUCAM), SENDO NECESSÁRIO A TROCA PARA MANUTENÇÃO PERIÓDICA;Fundação Municipal do Meio Ambiente;AUTO MECANICA RS LTDA ME;;166,00;;Compra Comum;;
22 - 2018;26/01/2018;PEÇAS PARA MANUTENÇÃO DAS MOTOS, BIZ 125 PLACA MIB5814, CG 125 MBI1329, CG 150 MGS6804 E CG 150 MHU7984, SENDO QUE AS PEÇAS ENCONTRAM-SE DESGASTADAS PELO TEMPO DE USO A SERVIÇO DA SECRETARI DE AGRICULTURA;FUNDO MUNICIPAL DE DESENVOLVIMENTO AGROP;DOIS IRMÃOS MOTO PEÇAS LTDA ME;;1.459,20;;Compra Comum;;
